SC_NO,행정동코드,행정동,SCHUL_NM,ADRES,TELNO,OLD_ZIP,latitude,longitude,geometry
4067,1120061500,금호2.3가동,금호유치원,서울특별시 성동구 금호동3가 165-1,02-2252-3179,133-805,37.54869600091439,127.02351999999874,POINT (127.0235199999987 37.54869600091439)
4068,1171058000,송파1동,기린유치원,서울특별시 송파구 송파동 24,02-418-1750,138-170,37.50771500091102,127.10755000000185,POINT (127.1075500000019 37.50771500091102)
3763,1129077000,장위제2동,까망유치원,서울특별시 성북구 장위2동 238-111,02-916-9213,136-142,37.614856000915815,127.0485029999992,POINT (127.0485029999992 37.61485600091581)
3288,1135062400,중계4동,까치유치원,서울특별시 노원구 중계4동 445,02-937-0331,139-859,37.65613800090994,127.07296699999756,POINT (127.0729669999976 37.65613800090994)
4069,1135061900,중계본동,꽃나라유치원,서울특별시 노원구 중계본동 18-9,02-936-2146,139-854,37.644630000914965,127.0877839999992,POINT (127.0877839999992 37.64463000091497)
4070,1135060000,공릉2동,꽃동산유치원,서울특별시 노원구 공릉동 481-3,02-948-9483,139-240,37.63018200091302,127.0744560000017,POINT (127.0744560000017 37.63018200091302)
4072,1171053200,거여2동,꿀벌유치원,서울특별시 송파구 거여동 290,02-3401-1752,138-110,37.491084000914185,127.14443200000277,POINT (127.1444320000028 37.49108400091419)
4071,1153054000,구로제3동,꿀벌유치원,서울특별시 구로구 구로3동 796-1,02-857-8545,152-053,37.48501400091477,126.88932999999805,POINT (126.8893299999981 37.48501400091477)
4558,1130554500,송중동,꿈꾸는유치원,서울특별시 강북구 오패산로30길 (미아동) 75,02-981-0101,142-100,37.61654000091414,127.03502499999527,POINT (127.0350249999953 37.61654000091414)
4076,1120072000,송정동,꿈나무유치원,서울특별시 성동구 송정동 73-21,02-466-5636,133-160,37.55101600091585,127.06863399999862,POINT (127.0686339999986 37.55101600091585)
4075,1135061100,하계1동,꿈나무유치원,서울특별시 노원구 하계1동 153-27,02-978-0806,139-871,37.63369800091145,127.0724180000018,POINT (127.0724180000018 37.63369800091145)
4074,1147067000,신정6동,꿈나무유치원,서울특별시 양천구 신정6동 314,02-2646-7701,158-768,37.52159800091198,126.86766800000152,POINT (126.8676680000015 37.52159800091198)
4078,1130560300,번2동,꿈동산유치원,서울특별시 강북구 번2동 234-3,02-986-0577,142-862,37.632164000912915,127.03835800000303,POINT (127.038358000003 37.63216400091292)
4077,1135070000,상계8동,꿈동산유치원,서울특별시 노원구 상계동 624주공15단지,02-939-5520,139-230,37.668643000911004,127.05356400000207,POINT (127.0535640000021 37.668643000911)
4080,1171072000,잠실7동,꿈밭유치원,서울특별시 송파구 잠실7동 101-8,02-413-4788,138-227,37.507863000915926,127.07414700000457,POINT (127.0741470000046 37.50786300091593)
4079,1132071000,방학제3동,꿈밭유치원,서울특별시 도봉구 방학4동 734-1 청구아파트단지내,02-956-9380,132-024,37.65718300091551,127.0259769999983,POINT (127.0259769999983 37.65718300091551)
4082,1144073000,성산제2동,꿈터유치원,서울특별시 마포구 성산2동 200-209번지,02-373-9058,121-845,37.56535400091587,126.90903399999983,POINT (126.9090339999998 37.56535400091587)
4081,1135063000,상계1동,꿈터유치원,서울특별시 노원구 상계동 997-15,02-930-4202,139-201,37.67301300091447,127.05908599999782,POINT (127.0590859999978 37.67301300091447)
4560,1150057000,화곡제4동,나나유치원,서울특별시 강서구 등촌로13바길 (화곡동) 46,02-2642-7300,157-010,37.53587000090749,126.85729099999445,POINT (126.8572909999944 37.53587000090749)
3157,1162060500,은천동,나랑유치원,서울특별시 관악구 신림11동 1708,02-3255-5555,151-069,37.48573100091404,126.94394500000317,POINT (126.9439450000032 37.48573100091404)
4085,1129066000,길음제1동,나래유치원,서울특별시 성북구 길음2동 1170,02-913-3654,136-112,37.60950900091001,127.02262300000224,POINT (127.0226230000022 37.60950900091001)
4084,1132052200,도봉제2동,나래유치원,서울특별시 도봉구 도봉2동 641-1,02-3493-9236,132-822,37.67041400090913,127.04744299999433,POINT (127.0474429999943 37.67041400090913)
4083,1126059000,상봉제2동,나래유치원,서울특별시 중랑구 상봉2동 87-28번지,02-432-5009,131-859,37.59404200090908,127.08961299999802,POINT (127.089612999998 37.59404200090908)
2948,1153077000,오류제1동,나비유치원,서울특별시 구로구 오류1동 14-391,02-2612-6297,152-101,37.497522000908084,126.83981500000357,POINT (126.8398150000036 37.49752200090808)
3916,1144074000,상암동,나사렛유치원,서울특별시 마포구 상암동 64-3,02-303-6721,121-830,37.57448300091227,126.88983700000156,POINT (126.8898370000016 37.57448300091227)
2588,1168065600,도곡2동,남부유치원,서울특별시 강남구 도곡2동 464,02-572-2371,135-272,37.48680200091547,127.0487500000006,POINT (127.0487500000006 37.48680200091547)
4086,1162061500,중앙동,남서울유치원,서울특별시 관악구 봉천10동 893-23,02-877-0021,151-060,37.48245700090764,126.94655799999822,POINT (126.9465579999982 37.48245700090764)
4056,1138055100,갈현제1동,궁전유치원,서울특별시 은평구 갈현1동 537번지,02-383-1666,122-051,37.62213000090806,126.9141520000017,POINT (126.9141520000017 37.62213000090806)
4063,1174068500,길동,금강유치원,서울특별시 강동구 길1동 399-4,02-478-0065,134-813,37.537791000916044,127.14268700000238,POINT (127.1426870000024 37.53779100091604)
3158,1159051000,노량진제1동,노들유치원,서울특별시 동작구 본동 234,02-815-1350,156-813,37.51317500091127,126.95182699999923,POINT (126.9518269999992 37.51317500091127)
3159,1159051000,노량진제1동,노량진교회유치원,서울특별시 동작구 본동 11-11,02-817-3875,156-812,37.51207700090725,126.95595999999551,POINT (126.9559599999955 37.51207700090725)
3419,1138058000,응암제1동,녹번유치원,서울특별시 은평구 응암1동 68-1번지,02-355-0476,122-011,37.599930000908174,126.93006800000184,POINT (126.9300680000018 37.59993000090817)
4087,1174054000,명일제2동,녹원유치원,서울특별시 강동구 명일2동 242-3,02-481-3141,134-072,37.54850200090957,127.15355400000139,POINT (127.1535540000014 37.54850200090957)
3061,1126052000,면목제2동,누리에유치원,서울특별시 중랑구 면목2동 193-1번지,02-491-8031,131-202,37.58751700091625,127.07547100000068,POINT (127.0754710000007 37.58751700091625)
4088,1153079000,수궁동,다솔유치원,서울특별시 구로구 궁동 171-1,02-2688-3852,152-110,37.495621000910354,126.8306510000029,POINT (126.8306510000029 37.49562100091035)
4090,1132067000,쌍문제2동,다솜유치원,서울특별시 도봉구 쌍문2동 56번지,02-900-5977,132-032,37.65721300091238,127.0350659999948,POINT (127.0350659999948 37.65721300091238)
4091,1156070000,대림제1동,대림유치원,서울특별시 영등포구 대림1동 909-57,02-833-9600,150-071,37.49626100091141,126.90692999999766,POINT (126.9069299999977 37.49626100091141)
2811,1150060500,가양제3동,대붕유치원,서울특별시 강서구 가양3동 1482,02-3663-1636,157-809,37.562060000915736,126.8569820000014,POINT (126.8569820000014 37.56206000091574)
4103,1162065500,신원동,동산유치원,서울특별시 관악구 신림1동 1631-12,02-851-9094,151-011,37.47885000091193,126.92923100000434,POINT (126.9292310000043 37.47885000091193)
3792,1171055000,마천2동,동삼유치원,서울특별시 송파구 마천2동 128-16,02-400-1262,138-122,37.496965000908844,127.14901199999731,POINT (127.1490119999973 37.49696500090884)
3811,1129061000,보문동,동선유치원,서울특별시 성북구 보문동4가 456,02-926-3704,136-084,37.58399100091092,127.02034199999872,POINT (127.0203419999987 37.58399100091092)
4108,1159067000,신대방제1동,동성유치원,서울특별시 동작구 신대방동 565,02-848-8882,156-010,37.49218700090717,126.91161400000169,POINT (126.9116140000017 37.49218700090717)
4109,1121573000,군자동,동심유치원,서울특별시 광진구 군자동 99,02-499-6101,143-150,37.551299000908095,127.07259199999636,POINT (127.0725919999964 37.5512990009081)
4111,1159052000,노량진제2동,동아유치원,서울특별시 동작구 노량진동 325-1,02-6332-7718,156-050,37.50820700090768,126.94330000000068,POINT (126.9433000000007 37.50820700090768)
4110,1153051000,신도림동,동아유치원,서울특별시 구로구 신도림동 643 동아아파트,02-2677-7539,152-773,37.51096600091514,126.88284900000515,POINT (126.8828490000052 37.51096600091514)
3065,1123074000,이문제1동,동안유치원,서울특별시 동대문구 이문2동 346-99번지,02-957-1830,130-082,37.59272100091191,127.05674600000366,POINT (127.0567460000037 37.59272100091191)
2813,1147053000,목3동,동연유치원,서울특별시 양천구 목3동 602-16,02-2642-4842,158-053,37.54886400091102,126.86768499999494,POINT (126.8676849999949 37.54886400091102)
4113,1162057500,행운동,동원유치원,서울특별시 관악구 봉천6동 65-2,02-875-3456,151-056,37.48283500091512,126.95663799999848,POINT (126.9566379999985 37.48283500091512)
4112,1126056500,면목본동,동원유치원,서울특별시 중랑구 면목1동 501-2번지,02-433-3324,131-201,37.58455000090794,127.08790599999888,POINT (127.0879059999989 37.58455000090794)
4115,1135062500,중계2.3동,동은유치원,서울특별시 노원구 중계2동 503,02-949-1064,139-220,37.64173200091542,127.06404700000131,POINT (127.0640470000013 37.64173200091542)
4114,1126052000,면목제2동,동은유치원,서울특별시 중랑구 면목2동 180-19번지,02-433-6210,131-202,37.59002000091585,127.07874700000218,POINT (127.0787470000022 37.59002000091585)
3523,1121585000,구의제1동,동인유치원,서울특별시 광진구 구의1동 236-1,02-457-0774,143-824,37.543676000914054,127.08522399999555,POINT (127.0852239999955 37.54367600091405)
4116,1154568000,시흥제2동,동일유치원,서울특별시 금천구 시흥2동 산100-4,02-892-6478,153-032,37.45127800091219,126.91634400000036,POINT (126.9163440000004 37.45127800091219)
2953,1153078000,오류제2동,동정성모유치원,서울특별시 구로구 오류2동 108-80,02-2684-3624,152-102,37.48982000091426,126.82721300000526,POINT (126.8272130000053 37.48982000091426)
2954,1156066000,신길제4동,동천유치원,서울특별시 영등포구 신길4동 4903-20,02-842-8972,150-054,37.50648300091082,126.91218699999722,POINT (126.9121869999972 37.50648300091082)
4118,1135066500,상계3.4동,동화나라유치원,서울특별시 노원구 상계3동 1285,02-939-6715,139-814,37.666895000912156,127.07974700000145,POINT (127.0797470000014 37.66689500091216)
4119,1165053100,서초4동,동화유치원,서울특별시 서초구 서초4동 1687,02-595-9392,137-883,37.496176000915476,127.01832400000514,POINT (127.0183240000051 37.49617600091548)
3292,1135057000,월계2동,두솔유치원,서울특별시 노원구 월계2동 582,02-991-8337,139-052,37.62957000091472,127.05412800000478,POINT (127.0541280000048 37.62957000091472)
3774,1174070000,둔촌제2동,둔촌유치원,서울특별시 강동구 둔촌2동 483,02-475-7913,134-822,37.53131700090867,127.13967299999688,POINT (127.1396729999969 37.53131700090867)
4120,1120052000,왕십리제2동,둥지유치원,서울특별시 성동구 하왕십리2동 972-34,02-2295-0707,133-858,37.562732000914956,127.0308299999979,POINT (127.0308299999979 37.56273200091496)
2814,1147063000,신정2동,등대유치원,서울특별시 양천구 신정2동 1279,02-2646-0204,158-765,37.52037300091323,126.87715499999938,POINT (126.8771549999994 37.52037300091323)
2815,1147053000,목3동,등등유치원,서울특별시 양천구 목3동 607-26,02-2642-0686,158-053,37.54953600090749,126.86550199999536,POINT (126.8655019999954 37.54953600090749)
2816,1147053000,목3동,등촌유치원,서울특별시 양천구 목3동 625-19,02-2643-4645,158-811,37.54673800091492,126.86501300000285,POINT (126.8650130000028 37.54673800091492)
2817,1150053500,등촌제3동,등촌이화유치원,서울특별시 강서구 등촌3동 705-1,02-658-3123,157-033,37.55976400090929,126.84793900000207,POINT (126.8479390000021 37.55976400090929)
2818,1150052000,등촌제1동,등촌제일유치원,서울특별시 강서구 등촌1동 643-9,02-3663-6043,157-031,37.555533000910124,126.85946900000077,POINT (126.8594690000008 37.55553300091012)
2819,1150053500,등촌제3동,등현유치원,서울특별시 강서구 등촌3동 702-4,02-3662-2205,157-033,37.56148200091622,126.84852399999788,POINT (126.8485239999979 37.56148200091622)
3420,1138062500,역촌동,또래또유치원,서울특별시 은평구 역촌2동 68-35번지,02-357-5330,122-072,37.60298400090824,126.91129300000507,POINT (126.9112930000051 37.60298400090824)
3421,1138056000,구산동,라라유치원,서울특별시 은평구 구산동 199-20번지,02-355-0105,122-060,37.61308000091336,126.91272000000464,POINT (126.9127200000046 37.61308000091336)
4122,1154567000,시흥제1동,럭키유치원,서울특별시 금천구 시흥동 1002-1,02-806-0100,153-030,37.44865000091354,126.8991239999959,POINT (126.8991239999959 37.44865000091354)
4121,1168065500,도곡1동,럭키유치원,서울특별시 강남구 도곡1동 963,02-573-7048,135-857,37.49032600090931,127.0399760000021,POINT (127.0399760000021 37.49032600090931)
3066,1126060000,중화제1동,로뎅유치원,서울특별시 중랑구 중화1동 120번지,02-494-9094,131-121,37.60197800091644,127.08460200000098,POINT (127.084602000001 37.60197800091644)
3743,1120065000,성수1가제1동,로사유치원,서울특별시 성동구 성수1가1동 110,02-497-2547,133-820,37.53944000091189,127.04629399999858,POINT (127.0462939999986 37.53944000091189)
4124,1114057000,필동,리라유치원,서울특별시 중구 예장동 8,02-753-7751,100-250,37.55948500091322,126.9886309999944,POINT (126.9886309999944 37.55948500091322)
4123,1168072000,일원본동,리라유치원,서울특별시 강남구 일원동 716,02-459-0148,135-230,37.48484500091093,127.08506000000496,POINT (127.085060000005 37.48484500091093)
3790,1171056600,오륜동,리아유치원,서울특별시 송파구 방이동 89-15,02-404-0708,138-050,37.51330000091358,127.13525300000398,POINT (127.135253000004 37.51330000091358)
4559,1111057000,무악동,린덴바움유치원,서울특별시 종로구 통일로12길 (무악동) 51,02-730-6207,110-080,37.57472100090826,126.9615390000017,POINT (126.9615390000017 37.57472100090826)
3785,1120054000,마장동,마현유치원,서울특별시 성동구 마장동 818,02-2282-2777,133-050,37.56948600091565,127.04250400000457,POINT (127.0425040000046 37.56948600091565)
4126,1129068500,길음제2동,명덕유치원,서울특별시 성북구 길음3동 1135,02-989-0175,136-809,37.60979900091309,127.02288000000168,POINT (127.0228800000017 37.60979900091309)
4125,1174055000,고덕제1동,명덕유치원,서울특별시 강동구 고덕1동 639-2,02-426-1196,134-806,37.55981600091351,127.15315399999871,POINT (127.1531539999987 37.55981600091351)
4127,1162074500,삼성동,명성유치원,서울특별시 관악구 신림10동 1704-3,02-874-3350,151-020,37.46550400090814,126.9270130000025,POINT (126.9270130000025 37.46550400090814)
3160,1159060500,흑석동,명수유치원,서울특별시 동작구 흑석1동 175-3,02-816-2964,156-860,37.50893300091283,126.96018900000026,POINT (126.9601890000003 37.50893300091283)
4128,1156065000,신길제3동,명신유치원,서울특별시 영등포구 신길3동 268-1,02-832-5543,150-053,37.50769100091073,126.90835799999482,POINT (126.9083579999948 37.50769100091073)
4523,1121584000,자양제3동,대원유치원,서울특별시 광진구 뚝섬로41길 (자양동) 20(자양3동 579),02-446-3285,143-861,37.53451900090954,127.07562800000227,POINT (127.0756280000023 37.53451900090954)
4092,1135071000,상계9동,대원유치원,서울특별시 노원구 상계9동 629,02-938-4687,139-209,37.66781100090846,127.05872099999713,POINT (127.0587209999971 37.66781100090846)
2812,1150057000,화곡제4동,대유유치원,서울특별시 강서구 화곡4동 806-14,02-2643-7046,157-014,37.53397400091595,126.86157399999749,POINT (126.8615739999975 37.53397400091595)
3964,1144072000,성산제1동,대진유치원,서울특별시 마포구 성산1동 13-15,02-334-3533,121-843,37.56219600091435,126.9163579999958,POINT (126.9163579999958 37.56219600091435)
4093,1147057000,신월2동,대한유치원,서울특별시 양천구 신월2동 465-6,02-2692-7788,158-092,37.52571900090929,126.84478600000011,POINT (126.8447860000001 37.52571900090929)
3290,1132066000,쌍문제1동,덕성여자대학교부속유치원,서울특별시 도봉구 쌍문1동 덕성여자대학교 419번지,02-995-0611,132-714,37.65130200091406,127.01655700000487,POINT (127.0165570000049 37.65130200091406)
3809,1129052500,성북동,덕수유치원,서울특별시 성북구 성북동 243-1,02-3675-5164,136-020,37.59391600090933,126.9952430000053,POINT (126.9952430000053 37.59391600090933)
3918,1168065600,도곡2동,도곡렉슬유치원,서울특별시 강남구 도곡동 527번지,02-579-7736,135-270,37.49354800090941,127.05064399999819,POINT (127.0506439999982 37.49354800090941)
4094,1117059000,용문동,도원유치원,서울특별시 용산구 도원동 4-3,02-713-1960,140-070,37.538809000914725,126.9578049999954,POINT (126.9578049999954 37.53880900091472)
2952,1156058500,도림동,돈보스꼬유치원,서울특별시 영등포구 도림2동 144-10,02-833-9041,150-082,37.50998700091019,126.90136800000258,POINT (126.9013680000026 37.50998700091019)
4096,1144056500,공덕동,돌샘유치원,서울특별시 마포구 신공덕동 155번지 삼성1차아파트단지내,02-713-5472,121-030,37.54335900091168,126.95578399999958,POINT (126.9557839999996 37.54335900091168)
4095,1168067000,개포2동,돌샘유치원,서울특별시 강남구 개포동 185-1,02-3411-0003,135-240,37.488371000915095,127.07152700000465,POINT (127.0715270000047 37.48837100091509)
3062,1123066000,장안제2동,동광유치원,서울특별시 동대문구 장안4동 93-42번지,02-2246-9317,130-104,37.580046000915345,127.07071799999471,POINT (127.0707179999947 37.58004600091535)
4098,1171069000,잠실4동,동국유치원,서울특별시 송파구 신천동 17,02-423-1108,138-240,37.5211890009114,127.10926699999874,POINT (127.1092669999987 37.5211890009114)
4097,1126054000,면목제4동,동국유치원,서울특별시 중랑구 면목4동 산 72-6번지,02-436-1035,131-204,37.574935000914024,127.08896300000214,POINT (127.0889630000021 37.57493500091402)
4100,1150059100,화곡제6동,동그라미유치원,서울특별시 강서구 화곡6동 979-1,02-2691-2525,157-915,37.55001700090773,126.84907399999611,POINT (126.8490739999961 37.55001700090773)
4099,1159062000,사당제1동,동그라미유치원,서울특별시 동작구 사당1동 1017-30,02-587-7223,156-090,37.481583000910426,126.97935900000255,POINT (126.9793590000025 37.48158300091043)
3810,1129072500,월곡제2동,동덕여자대학교부속유치원,서울특별시 성북구 상월곡동 86-1,02-912-3031,136-120,37.606378000914845,127.04406999999954,POINT (127.0440699999995 37.60637800091484)
3063,1123054500,제기동,동도유치원,서울특별시 동대문구 제기1동 525번지,02-963-2982,130-061,37.5824420009143,127.04246300000085,POINT (127.0424630000009 37.5824420009143)
3917,1135057000,월계2동,다연유치원,서울특별시 노원구 월계동 781,02-906-7807,139-050,37.63156900091658,127.0517119999982,POINT (127.0517119999982 37.63156900091658)
3679,1117063000,이촌제1동,대건유치원,서울특별시 용산구 이촌동 301-110,02-790-5016,140-855,37.52068200090811,126.97765100000251,POINT (126.9776510000025 37.52068200090811)
2949,1156072000,대림제3동,대림홍익유치원,서울특별시 영등포구 대림3동 742-7,02-843-3200,150-073,37.49831900091075,126.89659700000489,POINT (126.8965970000049 37.49831900091075)
3064,1126057000,면목제7동,동미유치원,서울특별시 중랑구 면목7동 528-5호,02-495-1286,131-207,37.579671000915596,127.09204100000235,POINT (127.0920410000024 37.5796710009156)
3764,1129062000,정릉제1동,동방유치원,서울특별시 성북구 길음2동 619-8,02-914-7690,136-112,37.60710500091293,127.01638000000519,POINT (127.0163800000052 37.60710500091293)
4102,1153077000,오류제1동,동부유치원,서울특별시 구로구 오류1동 동부골든아파트 338,02-2613-8790,152-783,37.49960300091141,126.84068800000145,POINT (126.8406880000014 37.49960300091141)
4106,1154563000,독산제3동,동산유치원,서울특별시 금천구 독산본동 955-12번지,02-866-6571,153-823,37.476924000906905,126.90094800000499,POINT (126.900948000005 37.47692400090691)
4105,1121577000,중곡제4동,동산유치원,서울특별시 광진구 중곡4동 482-1,02-446-6478,143-224,37.56017700091353,127.09498299999643,POINT (127.0949829999964 37.56017700091353)
4104,1138064000,증산동,동산유치원,서울특별시 은평구 증산동 186-13번지,02-302-7679,122-100,37.58389800091076,126.90714399999663,POINT (126.9071439999966 37.58389800091076)
3795,1171059000,송파2동,가락유치원,서울특별시 송파구 송파2동 103-1,02-414-6337,138-854,37.504026000910066,127.1143009999994,POINT (127.1143009999994 37.50402600091007)
4044,1174054000,명일제2동,가람유치원,서울특별시 강동구 명일2동 237-1,02-427-3151,134-072,37.54819700091082,127.15374900000256,POINT (127.1537490000026 37.54819700091082)
3678,1114068000,중림동,가명유치원,서울특별시 중구 중림동 149-2,02-362-7593,100-858,37.55876300091288,126.9676800000025,POINT (126.9676800000025 37.55876300091288)
4046,1159053000,상도제1동,강남유치원,서울특별시 동작구 상도1동 660-2,02-813-7122,156-031,37.503469000911196,126.94961000000356,POINT (126.9496100000036 37.5034690009112)
4045,1168053100,논현2동,강남유치원,서울특별시 강남구 논현동 243,02-546-1673,135-010,37.51538500091147,127.03898800000117,POINT (127.0389880000012 37.51538500091147)
4048,1150059100,화곡제6동,강서유치원,서울특별시 강서구 화곡6동 969-11,02-2602-5225,157-016,37.54821600091235,126.85012000000164,POINT (126.8501200000016 37.54821600091235)
2947,1153075000,개봉제2동,개봉샛별유치원,서울특별시 구로구 개봉2동 259-3,02-2615-8812,152-092,37.49159700091346,126.85682399999784,POINT (126.8568239999978 37.49159700091346)
2586,1168067000,개포2동,개포동유치원,서울특별시 강남구 개포2동 172-2,02-576-6104,135-240,37.48405200091521,127.0597979999989,POINT (127.0597979999989 37.48405200091521)
3156,1162068500,신사동,건영유치원,서울특별시 관악구 신림4동 513-17,02-863-1747,151-014,37.48479300091379,126.91494400000013,POINT (126.9149440000001 37.48479300091379)
4049,1168067000,개포2동,경기유치원,서울특별시 강남구 개포2동 189-4,02-3411-8881,135-242,37.48564500091058,127.07206999999983,POINT (127.0720699999998 37.48564500091058)
4050,1120059000,금호1가동,경동유치원,서울특별시 성동구 금호동1가 633,02-2298-2277,133-091,37.551737000913825,127.02725999999659,POINT (127.0272599999966 37.55173700091382)
3418,1141066000,홍은제1동,경복유치원,서울특별시 서대문구 홍은1동 48-70 벽산아파트 단지내,02-396-8384,120-101,37.59532200091425,126.94460600000251,POINT (126.9446060000025 37.59532200091425)
4051,1147068000,신정7동,경성유치원,서울특별시 양천구 신정7동 276,02-2648-4997,158-077,37.51023600091384,126.86391400000535,POINT (126.8639140000054 37.51023600091384)
3517,1121586000,구의제2동,경원유치원,서울특별시 광진구 구의2동 16-10,02-446-9777,143-816,37.55488800091154,127.09611099999682,POINT (127.0961109999968 37.55488800091154)
4052,1130562500,수유2동,경은유치원,서울특별시 강북구 수유2동 252-142,02-993-2064,142-879,37.644087000911476,127.02223899999503,POINT (127.022238999995 37.64408700091148)
3518,1121576000,중곡제3동,경하유치원,서울특별시 광진구 중곡동 190-28,02-466-2880,143-223,37.56605700091544,127.07819299999935,POINT (127.0781929999993 37.56605700091544)
4053,1123071000,회기동,경희유치원,서울특별시 동대문구 회기동 산 12번지,02-962-1901,130-080,37.595680000914165,127.05272199999548,POINT (127.0527219999955 37.59568000091416)
4054,1144065500,서강동,계명유치원,서울특별시 마포구 창전동 106-2번지,02-334-0410,121-190,37.549052000907565,126.93136199999985,POINT (126.9313619999999 37.54905200090757)
3915,1147064000,신정3동,계상유치원,서울특별시 양천구 신정3동 1286-1,02-2625-5608,158-073,37.51244400091531,126.8398329999962,POINT (126.8398329999962 37.51244400091531)
4055,1117057000,원효로제2동,계성유치원,서울특별시 용산구 산천동 1-1,02-712-0826,140-040,37.53611700091264,126.95298800000333,POINT (126.9529880000033 37.53611700091264)
3285,1135062500,중계2.3동,고운유치원,서울특별시 노원구 중계3동 512,02-972-6700,139-865,37.64241200091347,127.06676900000397,POINT (127.066769000004 37.64241200091347)
3747,1174052000,상일동,고일유치원,서울특별시 강동구 상일동 주공아파트 121-5,02-426-0535,134-793,37.550357000913486,127.1699989999944,POINT (127.1699989999944 37.55035700091349)
3286,1135059500,공릉1동,공능유치원,서울특별시 노원구 공릉동 499-7,02-972-0481,139-240,37.625107000909416,127.07412199999852,POINT (127.0741219999985 37.62510700090942)
2808,1150064000,방화제2동,공항제일유치원,서울특별시 강서구 방화2동 614-51,02-662-3744,157-222,37.565233000912265,126.81067199999569,POINT (126.8106719999957 37.56523300091227)
4047,1117063000,이촌제1동,강변유치원,서울특별시 용산구 이촌1동 1300-18,02-790-5171,140-031,37.518274000908924,126.97737799999749,POINT (126.9773779999975 37.51827400090892)
3760,1129065000,정릉제4동,개동유치원,서울특별시 성북구 정릉4동 771-3,02-915-5721,136-849,37.61562400091265,127.00504300000092,POINT (127.0050430000009 37.61562400091265)
3988,1174052000,상일동,고덕유치원,서울특별시 강동구 상일동 126,02-440-5302,134-836,37.550936000908784,127.16898499999817,POINT (127.1689849999982 37.55093600090878)
3059,1123053600,용신동,관일유치원,서울특별시 동대문구 용두동 39-728번지,02-963-2995,130-817,37.57508700091449,127.03994200000474,POINT (127.0399420000047 37.57508700091449)
3519,1121581000,광장동,광남유치원,서울특별시 광진구 광장동 484,02-455-6774,143-210,37.540499000913755,127.09859299999951,POINT (127.0985929999995 37.54049900091375)
3782,1120067000,성수2가제1동,광성유치원,서울특별시 성동구 성수2가1동 331-2,02-464-6183,133-827,37.53890800091303,127.05533099999742,POINT (127.0553309999974 37.53890800091303)
2809,1147058000,신월3동,광영유치원,서울특별시 양천구 신월3동 43-2,02-2603-6235,158-093,37.53863100091234,126.82469500000151,POINT (126.8246950000015 37.53863100091234)
3738,1129078000,장위제3동,광운유치원,서울특별시 성북구 장위3동 132,02-915-0903,136-143,37.619125000908184,127.05387500000221,POINT (127.0538750000022 37.61912500090818)
3520,1121581000,광장동,광장유치원,서울특별시 광진구 광장동 272-2,02-455-5016,143-210,37.54826200090927,127.10510899999751,POINT (127.1051089999975 37.54826200090927)
3989,1174061000,천호제2동,구강사금강유치원,서울특별시 강동구 천호4동 363 (천중로 64),02-471-7792,134-870,37.544835000912684,127.12881199999686,POINT (127.1288119999969 37.54483500091268)
2587,1165065200,양재2동,구룡유치원,서울특별시 서초구 양재동 399-1,02-577-1986,137-130,37.471153000909375,127.04907300000522,POINT (127.0490730000052 37.47115300090937)
2810,1150060300,가양제1동,국제유치원,서울특별시 강서구 마곡동 327-48,02-3662-7404,157-210,37.570492000908956,126.82292699999913,POINT (126.8229269999991 37.57049200090896)
3060,1123072000,휘경제1동,규전유치원,서울특별시 동대문구 휘경1동 154-15번지,02-961-7696,130-091,37.59452900091433,127.06429900000505,POINT (127.0642990000051 37.59452900091433)
3745,1174068500,길동,그리새유치원,서울특별시 강동구 길동 397-9,02-4740-6800,134-010,37.53703800091517,127.14194899999835,POINT (127.1419489999983 37.53703800091517)
4060,1120064500,옥수동,그림유치원,서울특별시 성동구 옥수동 428 극동상가 4층,02-2297-7785,133-100,37.543172000911625,127.01148399999606,POINT (127.0114839999961 37.54317200091162)
4059,1171057000,오금동,그림유치원,서울특별시 송파구 오금동 53-12,02-409-0687,138-130,37.50234500091286,127.1329699999985,POINT (127.1329699999985 37.50234500091286)
4058,1123061000,답십리제2동,그림유치원,서울특별시 동대문구 답십리2동 40번지 두산아파트 단지내,02-3394-6254,130-032,37.56963400090963,127.05990099999448,POINT (127.0599009999945 37.56963400090963)
4057,1168065600,도곡2동,그림유치원,서울특별시 강남구 도곡2동 417-10,02-576-2744,135-272,37.485219000912785,127.0446319999967,POINT (127.0446319999967 37.48521900091279)
4062,1174054000,명일제2동,근화유치원,서울특별시 강동구 명일2동 44번지,02-481-1144,134-825,37.553708000913694,127.1520800000053,POINT (127.1520800000053 37.55370800091369)
4061,1114058000,장충동,근화유치원,서울특별시 중구 신당2동 406-4,02-2237-1684,100-834,37.559190000909986,127.00901999999837,POINT (127.0090199999984 37.55919000090999)
3287,1135063000,상계1동,금방울유치원,서울특별시 노원구 상계1동 1018-3,02-938-2777,139-837,37.6729270009143,127.05740899999603,POINT (127.057408999996 37.6729270009143)
4066,1130559500,번1동,금성유치원,서울특별시 강북구 번1동 410-4,02-905-6638,142-864,37.63623500091469,127.03148500000202,POINT (127.031485000002 37.63623500091469)
4065,1150062000,공항동,금성유치원,서울특별시 강서구 공항동 19-16,02-663-4811,157-240,37.563328000910026,126.81380300000542,POINT (126.8138030000054 37.56332800091003)
